y,x,m,t,id
193.85928143712576,120.5868263473054,18.58682634730539,0,0
184.52941176470588,227.0313725490196,17.666666666666668,0,1
208.79661016949152,231.3796610169492,18.16610169491525,0,2
229.4856230031949,227.03833865814696,23.84984025559105,0,3
40.45092024539877,166.77914110429447,18.02453987730061,0,4
60.21153846153846,180.4102564102564,19.512820512820515,0,5
137.31034482758622,102.22413793103448,19.26896551724138,0,6
213.63822525597269,138.33788395904438,19.324232081911266,0,7
87.03508771929825,253.8377192982456,19.35087719298245,0,8
176.84972677595627,260.8087431693989,18.26502732240437,0,9
84.38692098092643,132.34059945504086,16.356948228882835,0,10
175.12037037037038,115.82407407407408,16.691358024691358,0,11
15.460526315789474,267.75986842105266,15.858552631578949,0,12
91.2397476340694,34.12933753943218,17.79495268138801,0,13
288.03053435114504,31.080152671755727,23.03053435114504,0,14
96.57954545454544,167.03030303030303,19.685606060606062,0,15
228.3054892601432,152.79236276849642,18.41766109785203,0,16
233.69359331476323,103.97214484679664,20.03899721448468,0,17
95.55891238670696,86.85800604229607,19.06042296072508,0,18
117.41818181818182,152.70909090909092,14.181818181818182,0,19
32.07096774193548,91.55483870967744,17.580645161290324,0,20
36.99746192893401,260.92893401015226,16.200507614213198,0,21
111.43384615384616,182.3692307692308,19.147692307692303,0,22
120.90058479532163,119.77485380116958,16.84795321637427,0,23
211.46666666666667,110.4608695652174,17.742028985507247,0,24
47.67191601049869,66.88188976377953,16.981627296587927,0,25
256.18243243243245,36.08783783783784,23.83108108108108,0,26
157.20967741935485,94.13870967741936,19.84193548387097,0,27
113.50464396284828,74.77708978328174,17.727554179566564,0,28
259.8486055776892,13.9601593625498,23.561752988047807,0,29
265.4166666666667,76.3623188405797,18.33695652173913,0,30
72.38025210084034,105.7373949579832,15.340336134453782,0,31
245.3003003003003,208.66066066066065,18.033033033033032,0,33
192.3062015503876,94.44961240310076,18.453488372093023,0,34
249.37854889589903,56.90851735015773,19.85488958990536,0,35
150.69310344827585,199.4758620689655,19.120689655172413,0,36
53.56,146.94333333333333,16.87,0,37
265.27371273712737,189.53658536585365,17.463414634146343,0,38
209.95804195804195,18.31468531468532,16.685314685314687,0,39
130.6127946127946,162.07744107744108,17.393939393939394,0,40
74.27906976744185,246.6453488372093,19.930232558139537,0,41
113.3768115942029,51.07971014492754,18.865942028985508,0,42
59.06542056074766,128.5607476635514,15.685358255451714,0,43
113.92879256965944,271.31888544891643,17.78637770897833,0,44
84.93562231759657,153.78111587982832,22.25751072961373,0,45
65.53669724770643,259.9036697247706,20.32568807339449,0,46
150.7266435986159,122.0968858131488,15.055363321799309,0,47
138.2937293729373,42.82838283828383,19.03300330033004,0,48
91.35981308411216,281.7710280373832,20.574766355140188,0,49
240.5156794425087,128.34494773519162,18.33797909407665,0,50
171.13127413127413,14.32046332046332,19.15057915057915,0,51
184.3059701492537,38.96268656716418,18.899253731343283,0,52
67.11400651465799,282.27035830618894,17.429967426710096,0,53
268.065625,268.8875,17.7875,0,54
26.17487684729064,140.56896551724137,18.11576354679803,0,55
81.92953929539296,228.9349593495935,18.726287262872628,0,56
51.04761904761905,43.63690476190476,15.080357142857142,0,57
262.0691489361702,102.09574468085108,19.24468085106383,0,58
287.13461538461536,110.739010989011,20.417582417582416,0,59
101.48064516129033,109.39032258064516,14.19032258064516,0,60
131.3527397260274,251.12328767123287,19.46575342465753,0,61
168.17491749174917,60.03960396039604,18.41254125412541,0,62
200.38910505836577,206.14785992217887,18.731517509727627,0,63
105.26575342465752,242.43561643835616,18.698630136986303,0,64
11.49469964664311,288.18021201413427,14.371024734982331,0,65
21.99350649350649,203.1461038961039,16.90909090909091,0,66
23.65451055662188,235.616122840691,17.166986564299425,0,67
241.980343980344,279.6732186732187,24.06879606879607,0,68
229.91780821917808,22.75890410958904,16.991780821917807,0,69
70.01767676767676,25.74242424242424,16.81313131313131,0,70
46.22222222222222,235.52,18.27111111111111,0,71
246.11575562700963,164.7942122186495,18.022508038585208,0,72
42.53560371517028,211.3003095975232,18.888544891640866,0,73
134.04777070063693,186.4808917197452,19.777070063694268,0,74
178.6216216216216,199.6810810810811,19.86756756756757,0,75
145.36454849498327,221.39464882943145,19.535117056856187,0,76
120.34604105571847,27.68035190615836,19.51319648093841,0,77
280.8448844884488,227.21782178217825,19.04620462046205,0,78
185.271523178808,152.878587196468,16.251655629139073,0,79
116.3244837758112,219.9587020648968,19.569321533923304,0,80
90.82058823529412,58.16470588235294,19.626470588235293,0,81
38.66789667896679,120.75645756457564,16.99630996309963,0,82
50.99093655589124,93.51057401812687,15.915407854984894,0,83
220.9712389380531,62.95796460176991,23.74115044247788,0,84
23.76878612716763,179.60404624277456,14.604046242774569,0,85
277.62983425414365,56.35635359116022,19.40331491712708,0,86
23.60835509138381,68.36031331592689,14.18537859007833,0,87
162.719723183391,242.94463667820068,21.06920415224913,0,88
153.78977272727272,171.48295454545453,20.19034090909091,0,89
15.539589442815249,101.65102639296188,17.117302052785924,0,90
